,incident_type,finding,action_taken
3569,Citizen complaint,Pending,No action
3570,Citizen complaint,Not Sustained,No action
3571,Citizen complaint,Not Sustained,No action
3572,Citizen complaint,Pending,No action
3573,Citizen complaint,Pending,No action
3574,Citizen complaint,Pending,No action
3575,Citizen complaint,Pending,No action
3578,Citizen complaint,Pending,No action
3591,Citizen complaint,Pending,No action
3593,Citizen complaint,Not Sustained,No action
3594,Citizen complaint,Pending,No action
3596,Citizen complaint,Pending,No action
3597,Citizen complaint,Withdrawn,No action
3598,Citizen complaint,Withdrawn,No action
3602,Citizen complaint,Pending,No action
3603,Citizen complaint,Withdrawn,No action
3604,Citizen complaint,Exonerated,No action
3605,Citizen complaint,Unfounded,No action
3609,Citizen complaint,Filed,No action
3610,Citizen complaint,Exonerated,No action
3611,Citizen complaint,Exonerated,No action
3612,Citizen complaint,Exonerated,No action
3613,Citizen complaint,Exonerated,No action
3614,Citizen complaint,Exonerated,No action
3615,Citizen complaint,Pending,No action
3616,Citizen complaint,Pending,No action
3617,Citizen complaint,Exonerated,No action
3618,Citizen complaint,Sustained,No action
3619,Citizen complaint,Unfounded,No action
3620,Citizen complaint,Unfounded,No action
3621,Citizen complaint,Unfounded,No action
3622,Citizen complaint,Not Sustained,No action
3623,Citizen complaint,Not Sustained,No action
3624,Citizen complaint,Unfounded,No action
3626,Citizen complaint,Not Sustained,No action
3627,Citizen complaint,Not Sustained,No action
3628,Citizen complaint,Not Sustained,No action
3629,Citizen complaint,Not Sustained,No action
3630,Citizen complaint,Not Sustained,No action
3632,Citizen complaint,Not Sustained,No action
3633,Citizen complaint,Not Sustained,No action
3634,Citizen complaint,Not Sustained,No action
3635,Citizen complaint,Sustained,No action
3636,Citizen complaint,Sustained,No action
3637,Citizen complaint,Unfounded,No action
3639,Citizen complaint,Not Sustained,No action
3642,Citizen complaint,Exonerated,No action
3643,Citizen complaint,Exonerated,No action
3644,Citizen complaint,Exonerated,No action
3645,Citizen complaint,No action,No action
3646,Citizen complaint,No action,No action
3647,Citizen complaint,No action,No action
3648,Citizen complaint,Pending,No action
3649,Citizen complaint,No action,No action
3650,Citizen complaint,No action,No action
3651,Citizen complaint,Pending,No action
3652,Citizen complaint,Pending,No action
3653,Citizen complaint,Pending,No action
3654,Citizen complaint,Pending,No action
3661,Citizen complaint,Pending,No action
3662,Citizen complaint,Pending,No action
3664,Citizen complaint,Not Sustained,No action
3665,Citizen complaint,Withdrawn,No action
3666,Citizen complaint,Withdrawn,No action
3667,Citizen complaint,Exonerated,No action
3668,Citizen complaint,Unfounded,No action
3669,Citizen complaint,Unfounded,No action
3670,Citizen complaint,Exonerated,No action
3671,Citizen complaint,Unfounded,No action
3672,Citizen complaint,Not Sustained,No action
3673,Citizen complaint,Not Sustained,No action
3674,Citizen complaint,Not Sustained,No action
3677,Citizen complaint,Not Sustained,No action
3678,Citizen complaint,Exonerated,No action
3679,Citizen complaint,Unfounded,No action
3680,Citizen complaint,Not Sustained,No action
3681,Citizen complaint,Sustained,No action
3682,Citizen complaint,Pending,No action
3683,Citizen complaint,Pending,No action
3684,Citizen complaint,Unfounded,No action
3689,Citizen complaint,Pending,No action
3691,Citizen complaint,Unfounded,No action
3694,Citizen complaint,Sustained,No action
3698,Citizen complaint,Not Sustained,No action
3700,Citizen complaint,Exonerated,No action
3701,Citizen complaint,Not Sustained,No action
3702,Citizen complaint,Sustained,No action
3703,Citizen complaint,Sustained,No action
3705,Citizen complaint,Sustained,No action
3706,Citizen complaint,Sustained,No action
3711,Citizen complaint,Sustained,No action
3712,Citizen complaint,Sustained,No action
3715,Citizen complaint,Not Sustained,No action
3716,Citizen complaint,Unfounded,No action
3717,Citizen complaint,Withdrawn,No action
3718,Citizen complaint,Withdrawn,No action
3719,Citizen complaint,Not Sustained,No action
3720,Citizen complaint,Unfounded,No action
3723,Citizen complaint,Pending,No action
3729,Citizen complaint,Not Sustained,No action
3730,Citizen complaint,Exonerated,No action
3731,Citizen complaint,Withdrawn,No action
3732,Citizen complaint,Withdrawn,No action
3733,Citizen complaint,Pending,No action
3736,Citizen complaint,Pending,No action
3737,Citizen complaint,Pending,No action
3738,Citizen complaint,Withdrawn,No action
3739,Citizen complaint,Not Sustained,No action
3740,Citizen complaint,Not Sustained,No action
3741,Citizen complaint,Sustained,No action
3742,Citizen complaint,Pending,No action
3743,Citizen complaint,Pending,No action
3744,Citizen complaint,Sustained,No action
3745,Citizen complaint,Sustained,No action
3746,Citizen complaint,Sustained,No action
3747,Citizen complaint,Pending,No action
3748,Citizen complaint,Pending,No action
3749,Citizen complaint,No action,No action
3751,Citizen complaint,Unfounded,No action
3752,Citizen complaint,Not Sustained,No action
3753,Citizen complaint,Not Sustained,No action
3754,Citizen complaint,Unfounded,No action
3755,Citizen complaint,Not Sustained,No action
3756,Citizen complaint,Not Sustained,No action
3757,Citizen complaint,Not Sustained,No action
3759,Citizen complaint,Pending,No action
3761,Citizen complaint,Pending,No action
3763,Citizen complaint,Not Sustained,No action
3768,Citizen complaint,Not Sustained,No action
3769,Citizen complaint,Not Sustained,No action
3772,Citizen complaint,Not Sustained,No action
3773,Citizen complaint,Not Sustained,No action
3775,Citizen complaint,Not Sustained,No action
3776,Citizen complaint,Not Sustained,No action
3777,Citizen complaint,Not Sustained,No action
3778,Citizen complaint,Not Sustained,No action
3779,Citizen complaint,Not Sustained,No action
3780,Citizen complaint,Not Sustained,No action
3781,Citizen complaint,Not Sustained,No action
3782,Citizen complaint,Pending,No action
3783,Citizen complaint,Pending,No action
3784,Citizen complaint,Pending,No action
3785,Citizen complaint,Pending,No action
3786,Citizen complaint,Pending,No action
3787,Citizen complaint,Pending,No action
3788,Citizen complaint,Pending,No action
3789,Citizen complaint,Pending,No action
3790,Citizen complaint,Pending,No action
3791,Citizen complaint,Unfounded,No action
3792,Citizen complaint,Unfounded,No action
3795,Citizen complaint,Exonerated,No action
3796,Citizen complaint,Exonerated,No action
3800,Citizen complaint,Not Sustained,No action
3801,Citizen complaint,Not Sustained,No action
3802,Citizen complaint,Sustained,No action
3803,Citizen complaint,Sustained,No action
3804,Citizen complaint,Pending,No action
3805,Citizen complaint,Not Sustained,No action
3806,Citizen complaint,Unfounded,No action
3807,Citizen complaint,Not Sustained,No action
3808,Citizen complaint,Unfounded,No action
3809,Citizen complaint,Not Sustained,No action
3810,Citizen complaint,Unfounded,No action
3811,Citizen complaint,Pending,No action
3812,Citizen complaint,Withdrawn,No action
3813,Citizen complaint,Pending,No action
3814,Citizen complaint,Pending,No action
3815,Citizen complaint,Pending,No action
3816,Citizen complaint,Exonerated,No action
3817,Citizen complaint,Exonerated,No action
3818,Citizen complaint,Unfounded,No action
3819,Citizen complaint,Exonerated,No action
3820,Citizen complaint,Exonerated,No action
3821,Citizen complaint,Unfounded,No action
3822,Citizen complaint,Not Sustained,No action
3823,Citizen complaint,Exonerated,No action
3824,Citizen complaint,Exonerated,No action
3825,Citizen complaint,Not Sustained,No action
3827,Citizen complaint,Pending,No action
3828,Citizen complaint,Pending,No action
3829,Citizen complaint,Exonerated,No action
3830,Citizen complaint,Not Sustained,No action
3831,Citizen complaint,Not Sustained,No action
3832,Citizen complaint,Not Sustained,No action
3833,Citizen complaint,Pending,No action
3835,Citizen complaint,Pending,No action
3845,Citizen complaint,Sustained,No action
3846,Citizen complaint,Sustained,No action
3847,Citizen complaint,Unfounded,No action
3857,Citizen complaint,Exonerated,No action
3858,Citizen complaint,Unfounded,No action
3859,Citizen complaint,Unfounded,No action
3860,Citizen complaint,Not Sustained,No action
3861,Citizen complaint,Not Sustained,No action
3862,Citizen complaint,Pending,No action
3863,Citizen complaint,Unfounded,No action
3864,Citizen complaint,Pending,No action
3865,Citizen complaint,Pending,No action
3868,Citizen complaint,Unfounded,No action
3869,Citizen complaint,Sustained,No action
3870,Citizen complaint,Withdrawn,No action
3871,Citizen complaint,Sustained,No action
3872,Citizen complaint,Withdrawn,No action
3873,Citizen complaint,No action,No action
3874,Citizen complaint,Pending,No action
3875,Citizen complaint,Not Sustained,No action
3876,Citizen complaint,Pending,No action
3877,Citizen complaint,Sustained,No action
3878,Citizen complaint,Sustained,No action
3880,Citizen complaint,Unfounded,No action
3882,Citizen complaint,Pending,No action
3885,Citizen complaint,Withdrawn,No action
3886,Citizen complaint,Withdrawn,No action
3887,Citizen complaint,Pending,No action
3888,Citizen complaint,Pending,No action
3889,Citizen complaint,Unfounded,No action
3890,Citizen complaint,Not Sustained,No action
3893,Citizen complaint,Exonerated,No action
3901,Citizen complaint,Not Sustained,No action
3902,Citizen complaint,Sustained,No action
3903,Citizen complaint,Pending,No action
3906,Citizen complaint,Pending,No action
3907,Citizen complaint,Pending,No action
3908,Citizen complaint,Not Sustained,No action
3909,Citizen complaint,Pending,No action
3910,Citizen complaint,Pending,No action
3911,Citizen complaint,Pending,No action
3912,Citizen complaint,Pending,No action
3913,Citizen complaint,Pending,No action
3914,Citizen complaint,Pending,No action
3915,Citizen complaint,Not Sustained,No action
3916,Citizen complaint,Not Sustained,No action
3917,Citizen complaint,Pending,No action
3918,Citizen complaint,Pending,No action
3919,Citizen complaint,Exonerated,No action
3920,Citizen complaint,Not Sustained,No action
3921,Citizen complaint,Pending,No action
3924,Citizen complaint,Pending,No action
3925,Citizen complaint,Pending,No action
3926,Citizen complaint,Not Sustained,No action
3929,Citizen complaint,No action,No action
3932,Citizen complaint,Pending,No action
3935,Citizen complaint,Exonerated,No action
3936,Citizen complaint,Exonerated,No action
3937,Citizen complaint,No action,No action
3938,Citizen complaint,Pending,No action
3939,Citizen complaint,Pending,No action
3941,Citizen complaint,Pending,No action
3942,Citizen complaint,Pending,No action
3943,Citizen complaint,Pending,No action
3944,Citizen complaint,Pending,No action
3945,Citizen complaint,Pending,No action
3946,Citizen complaint,Pending,No action
3947,Citizen complaint,Pending,No action
3948,Citizen complaint,Pending,No action
3949,Citizen complaint,Pending,No action
3950,Citizen complaint,Pending,No action
3951,Citizen complaint,Pending,No action
3952,Citizen complaint,Pending,No action
3953,Citizen complaint,Not Sustained,No action
3954,Citizen complaint,Pending,No action
3955,Citizen complaint,Not Sustained,No action
3956,Citizen complaint,Pending,No action
3957,Citizen complaint,Unfounded,No action
3958,Citizen complaint,No action,No action
3959,Citizen complaint,No action,No action
3960,Citizen complaint,No action,No action
3961,Citizen complaint,Pending,No action
3963,Citizen complaint,Pending,No action
3964,Citizen complaint,Not Sustained,No action
3965,Citizen complaint,Pending,No action
3966,Citizen complaint,Exonerated,No action
3967,Citizen complaint,Exonerated,No action
3968,Citizen complaint,Pending,No action
3969,Citizen complaint,Pending,No action
3970,Citizen complaint,Pending,No action
3971,Citizen complaint,Pending,No action
3972,Citizen complaint,Pending,No action
3973,Citizen complaint,Pending,No action
3974,Citizen complaint,Pending,No action
3975,Citizen complaint,Pending,No action
3976,Citizen complaint,Pending,No action
3977,Citizen complaint,Pending,No action
3978,Citizen complaint,Pending,No action
3979,Citizen complaint,Pending,No action
3980,Citizen complaint,Pending,No action
3981,Citizen complaint,Pending,No action
3982,Citizen complaint,Pending,No action
3984,Citizen complaint,No action,No action
3985,Citizen complaint,Pending,No action
3986,Citizen complaint,Pending,No action
3987,Citizen complaint,Pending,No action
3988,Citizen complaint,Not Sustained,No action
3989,Citizen complaint,Unfounded,No action
3990,Citizen complaint,Pending,No action
3991,Citizen complaint,Pending,No action
3992,Citizen complaint,Pending,No action
3993,Citizen complaint,No action,No action
3994,Citizen complaint,Pending,No action
3995,Citizen complaint,Pending,No action
3996,Citizen complaint,Not Sustained,No action
3997,Citizen complaint,Not Sustained,No action
3998,Citizen complaint,No action,No action
3999,Citizen complaint,No action,No action
4000,Citizen complaint,No action,No action
4002,Citizen complaint,Not Sustained,No action
4003,Citizen complaint,Pending,No action
4004,Citizen complaint,Pending,No action
4005,Citizen complaint,Unfounded,No action
4006,Citizen complaint,Unfounded,No action
4007,Citizen complaint,Pending,No action
4008,Citizen complaint,Pending,No action
4009,Citizen complaint,Pending,No action
4010,Citizen complaint,Pending,No action
4011,Citizen complaint,Pending,No action
4014,Citizen complaint,Pending,No action
4015,Citizen complaint,Pending,No action
4016,Citizen complaint,Pending,No action
4017,Citizen complaint,Pending,No action
4018,Citizen complaint,Pending,No action
4019,Citizen complaint,Unfounded,No action
4020,Citizen complaint,Pending,No action
4022,Citizen complaint,Pending,No action
4023,Citizen complaint,Pending,No action
