,incident_type,finding,action_taken
9347,Internal investigation,Sustained,Suspension
9375,Internal investigation,Sustained,Suspension
9410,Internal investigation,Sustained,Suspension
9417,Internal investigation,Sustained,Suspension
9418,Internal investigation,Not Sustained,Suspension
9419,Internal investigation,Sustained,No action
9420,Internal investigation,Sustained,No action
9421,Internal investigation,Sustained,No action
9427,Internal investigation,Unfounded,No action
9428,Internal investigation,Sustained,Suspension
9453,Internal investigation,Sustained,Suspension
9454,Internal investigation,Sustained,No action
9455,Internal investigation,Sustained,No action
9456,Internal investigation,Sustained,No action
9457,Internal investigation,Sustained,No action
9458,Internal investigation,Sustained,No action
9471,Internal investigation,Unfounded,No action
9486,Internal investigation,Unfounded,No action
9536,Internal investigation,Sustained,Resigned/Retired and Charges Pending
9537,Internal investigation,Sustained,No action
9538,Internal investigation,Sustained,No action
9554,Internal investigation,Sustained,Oral Reprimand
9556,Internal investigation,Not Sustained,No action
9559,Internal investigation,Sustained,Oral Reprimand
9574,Internal investigation,Sustained,Oral Reprimand
9575,Internal investigation,Sustained,Suspension
9576,Internal investigation,Sustained,Oral Reprimand
9577,Internal investigation,Sustained,Suspension
9578,Internal investigation,Sustained,Oral Reprimand
9579,Internal investigation,Sustained,Suspension
9580,Internal investigation,Sustained,Oral Reprimand
9581,Internal investigation,Sustained,Oral Reprimand
9582,Internal investigation,Sustained,Oral Reprimand
9583,Internal investigation,Sustained,Oral Reprimand
9584,Internal investigation,Sustained,Oral Reprimand
9585,Internal investigation,Sustained,Oral Reprimand
9586,Internal investigation,Sustained,Oral Reprimand
9587,Internal investigation,Sustained,Oral Reprimand
9588,Internal investigation,Sustained,Oral Reprimand
9589,Internal investigation,Sustained,Oral Reprimand
9590,Internal investigation,Sustained,Suspension
9595,Internal investigation,Sustained,No action
9596,Internal investigation,Sustained,No action
9597,Internal investigation,Sustained,No action
9599,Internal investigation,Sustained,Administrative Hearing
9600,Internal investigation,Sustained,No action
9601,Internal investigation,Sustained,No action
9602,Internal investigation,Sustained,No action
9603,Internal investigation,Sustained,No action
9604,Internal investigation,Sustained,No action
9605,Internal investigation,Not Sustained,No action
9609,Internal investigation,Unfounded,No action
9610,Internal investigation,Sustained,Oral Reprimand
9611,Internal investigation,Sustained,Oral Reprimand
9612,Internal investigation,Not Sustained,No action
9613,Internal investigation,Not Sustained,No action
9614,Internal investigation,Sustained,No action
9615,Internal investigation,Sustained,Suspension
9616,Internal investigation,Sustained,Oral Reprimand
9617,Internal investigation,Sustained,Settlement Agreement
9621,Internal investigation,Sustained,Oral Reprimand
9622,Internal investigation,Sustained,Oral Reprimand
9672,Internal investigation,Sustained,Oral Reprimand
9679,Internal investigation,Sustained,Oral Reprimand
9680,Internal investigation,Sustained,Oral Reprimand
9681,Internal investigation,Sustained,No action
9686,Internal investigation,Sustained,Termination
9687,Internal investigation,Sustained,No action
9688,Internal investigation,Sustained,No action
9689,Internal investigation,Sustained,No action
9691,Internal investigation,Sustained,Oral Reprimand
9694,Internal investigation,Sustained,Oral Reprimand
9710,Internal investigation,Sustained,Oral Reprimand
9711,Internal investigation,Sustained,Suspension
9722,Internal investigation,Not Sustained,No action
9723,Internal investigation,Not Sustained,No action
9728,Internal investigation,Not Sustained,No action
9729,Internal investigation,Not Sustained,No action
9732,Internal investigation,Sustained,Suspension
9733,Internal investigation,Not Sustained,No action
9734,Internal investigation,Sustained,No action
9757,Internal investigation,Sustained,Retired
9758,Internal investigation,Sustained,No action
9759,Internal investigation,Sustained,No action
9760,Internal investigation,Sustained,No action
9768,Internal investigation,Sustained,Suspension
9778,Internal investigation,Sustained,Termination
9779,Internal investigation,Sustained,No action
9780,Internal investigation,Sustained,No action
9781,Internal investigation,Sustained,Suspension
9782,Internal investigation,Sustained,No action
9783,Internal investigation,Sustained,No action
9790,Internal investigation,Unfounded,No action
9791,Internal investigation,Unfounded,No action
9800,Internal investigation,Sustained,Resigned/Retired and Charges Pending
9801,Internal investigation,Sustained,No action
9802,Internal investigation,Exonerated,No action
9803,Internal investigation,Sustained,Settlement Agreement
9804,Internal investigation,Unfounded,No action
9818,Internal investigation,Sustained,Suspension
9819,Internal investigation,Sustained,No action
9820,Internal investigation,Sustained,No action
9823,Internal investigation,Sustained,Oral Reprimand
9846,Internal investigation,Sustained,Oral Reprimand
9847,Internal investigation,Sustained,Oral Reprimand
9848,Internal investigation,Sustained,Oral Reprimand
9849,Internal investigation,Sustained,Oral Reprimand
9876,Internal investigation,Sustained,Oral Reprimand
9877,Internal investigation,Sustained,Oral Reprimand
9878,Internal investigation,Sustained,No action
9880,Internal investigation,Sustained,Oral Reprimand
9890,Internal investigation,Sustained,Resigned/Retired and Charges Pending
9891,Internal investigation,Sustained,No action
9892,Internal investigation,Sustained,No action
9893,Internal investigation,Sustained,Suspension
9895,Internal investigation,Sustained,Oral Reprimand
9896,Internal investigation,Sustained,Suspension
9910,Internal investigation,Sustained,Oral Reprimand
9914,Internal investigation,Sustained,Suspension
9915,Internal investigation,Sustained,No action
9919,Internal investigation,Sustained,Retired
9920,Internal investigation,Sustained,No action
9921,Internal investigation,Sustained,No action
9922,Internal investigation,Sustained,No action
9923,Internal investigation,Not Sustained,Resigned/Retired and Charges Pending
9924,Internal investigation,Sustained,No action
9925,Internal investigation,Unfounded,No action
9926,Internal investigation,Sustained,Settlement Agreement
9930,Internal investigation,Sustained,Oral Reprimand
9934,Internal investigation,Sustained,Suspension
9935,Internal investigation,Sustained,Oral Reprimand
9943,Internal investigation,Sustained,Resigned/Retired and Charges Pending
9945,Internal investigation,Sustained,Oral Reprimand
9956,Internal investigation,Sustained,Oral Reprimand
9959,Internal investigation,Sustained,Suspension
9961,Internal investigation,Not Sustained,Suspension
9962,Internal investigation,Sustained,No action
9963,Internal investigation,Sustained,No action
9964,Internal investigation,Sustained,No action
9970,Internal investigation,Sustained,Suspension
9971,Internal investigation,Sustained,No action
9972,Internal investigation,Sustained,No action
9973,Internal investigation,Sustained,No action
9974,Internal investigation,Sustained,No action
9983,Internal investigation,Sustained,Suspension
9984,Internal investigation,Sustained,No action
9985,Internal investigation,Not Sustained,No action
9986,Internal investigation,Sustained,No action
9987,Internal investigation,Sustained,No action
9988,Internal investigation,Sustained,Oral Reprimand
9989,Internal investigation,Not Sustained,No action
9990,Internal investigation,Sustained,No action
10006,Internal investigation,Sustained,Oral Reprimand
10007,Internal investigation,Sustained,No action
10008,Internal investigation,Sustained,Oral Reprimand
10009,Internal investigation,Sustained,Suspension
10010,Internal investigation,Sustained,Oral Reprimand
10011,Internal investigation,Sustained,Oral Reprimand
10012,Internal investigation,Sustained,Oral Reprimand
10013,Internal investigation,Sustained,Oral Reprimand
10014,Internal investigation,Sustained,Oral Reprimand
10015,Internal investigation,Sustained,Oral Reprimand
10016,Internal investigation,Sustained,Oral Reprimand
10017,Internal investigation,Sustained,Oral Reprimand
10018,Internal investigation,Sustained,Oral Reprimand
10023,Internal investigation,Sustained,Resigned/Retired and Charges Pending
10033,Internal investigation,Sustained,No action
10034,Internal investigation,Sustained,No action
10035,Internal investigation,Unfounded,No action
10043,Internal investigation,Sustained,Oral Reprimand
10044,Internal investigation,Not Sustained,No action
10045,Internal investigation,Exonerated,No action
10046,Internal investigation,Sustained,No action
10047,Internal investigation,Exonerated,No action
10048,Internal investigation,Exonerated,No action
10050,Internal investigation,Unfounded,No action
10051,Internal investigation,Sustained,Oral Reprimand
10052,Internal investigation,Sustained,Oral Reprimand
10053,Internal investigation,Sustained,Oral Reprimand
10054,Internal investigation,Sustained,Suspension
10055,Internal investigation,Sustained,Oral Reprimand
10056,Internal investigation,Sustained,Oral Reprimand
10057,Internal investigation,Sustained,Suspension
10063,Internal investigation,Sustained,Oral Reprimand
10064,Internal investigation,Sustained,Oral Reprimand
10065,Internal investigation,Sustained,Oral Reprimand
10068,Internal investigation,Sustained,Oral Reprimand
10069,Internal investigation,Sustained,Oral Reprimand
10070,Internal investigation,Sustained,Oral Reprimand
10075,Internal investigation,Sustained,Retired
10076,Internal investigation,Sustained,No action
10096,Internal investigation,Sustained,Oral Reprimand
10101,Internal investigation,Sustained,Oral Reprimand
10106,Internal investigation,Sustained,Oral Reprimand
10108,Internal investigation,Sustained,Oral Reprimand
10114,Internal investigation,Sustained,Oral Reprimand
10138,Internal investigation,Sustained,Suspension
10139,Internal investigation,Sustained,No action
10140,Internal investigation,Sustained,No action
10141,Internal investigation,Sustained,No action
10160,Internal investigation,Sustained,Suspension
10174,Internal investigation,Sustained,Oral Reprimand
10184,Internal investigation,Sustained,Suspension
10185,Internal investigation,Sustained,No action
10189,Internal investigation,Unfounded,No action
10193,Internal investigation,Sustained,Oral Reprimand
10197,Internal investigation,Sustained,Resigned
10198,Internal investigation,Sustained,No action
10199,Internal investigation,Sustained,No action
10201,Internal investigation,Sustained,Oral Reprimand
10202,Internal investigation,Sustained,Oral Reprimand
10203,Internal investigation,Sustained,Oral Reprimand
10215,Internal investigation,Sustained,Oral Reprimand
10216,Internal investigation,Not Sustained,Suspension
10217,Internal investigation,Sustained,No action
10218,Internal investigation,Unfounded,No action
10221,Internal investigation,Sustained,No action
10222,Internal investigation,Sustained,No action
10229,Internal investigation,Sustained,Suspension
10230,Internal investigation,Sustained,Termination
10231,Internal investigation,Sustained,No action
10232,Internal investigation,Sustained,No action
10233,Internal investigation,Sustained,No action
10234,Internal investigation,Sustained,No action
10235,Internal investigation,Sustained,No action
10236,Internal investigation,Sustained,No action
10237,Internal investigation,Sustained,No action
10243,Internal investigation,Sustained,No action
10244,Internal investigation,Sustained,No action
10245,Internal investigation,Sustained,No action
10246,Internal investigation,Not Sustained,No action
10247,Internal investigation,Sustained,No action
10248,Internal investigation,Sustained,No action
10250,Internal investigation,Sustained,Oral Reprimand
10251,Internal investigation,Sustained,Oral Reprimand
10252,Internal investigation,Sustained,Oral Reprimand
10257,Internal investigation,Sustained,Resigned/Retired and Charges Pending
10258,Internal investigation,Sustained,No action
10259,Internal investigation,Sustained,No action
10260,Internal investigation,Sustained,No action
10263,Internal investigation,Sustained,Settlement Agreement
10264,Internal investigation,Sustained,No action
10265,Internal investigation,Sustained,No action
10268,Internal investigation,Sustained,Oral Reprimand
10269,Internal investigation,Not Sustained,No action
10270,Internal investigation,Sustained,No action
10271,Internal investigation,Not Sustained,No action
10272,Internal investigation,Sustained,No action
10284,Internal investigation,Sustained,Suspension
10285,Internal investigation,Sustained,No action
10295,Internal investigation,Sustained,No action
10296,Internal investigation,Sustained,No action
10297,Internal investigation,Sustained,No action
10298,Internal investigation,Sustained,Suspension
10301,Internal investigation,Sustained,Oral Reprimand
10302,Internal investigation,Unfounded,No action
10303,Internal investigation,Unfounded,No action
10304,Internal investigation,Sustained,Termination
10305,Internal investigation,Sustained,No action
10306,Internal investigation,Sustained,No action
10307,Internal investigation,Not Sustained,No action
10308,Internal investigation,Sustained,Resigned/Retired and Charges Pending
10309,Internal investigation,Sustained,No action
10310,Internal investigation,Sustained,No action
10329,Internal investigation,Sustained,No action
10337,Internal investigation,Sustained,No action
10338,Internal investigation,Sustained,No action
10339,Internal investigation,Unfounded,No action
10344,Internal investigation,Sustained,Suspension
10349,Internal investigation,Sustained,Oral Reprimand
10353,Internal investigation,Sustained,Oral Reprimand
10356,Internal investigation,Sustained,Oral Reprimand
10391,Internal investigation,Sustained,Oral Reprimand
10392,Internal investigation,Sustained,Counselling
10402,Internal investigation,Sustained,Oral Reprimand
10407,Internal investigation,Sustained,Oral Reprimand
10408,Internal investigation,Sustained,No action
10419,Internal investigation,Sustained,Oral Reprimand
10420,Internal investigation,Sustained,Oral Reprimand
10422,Internal investigation,Sustained,Suspension
10423,Internal investigation,Sustained,Oral Reprimand
10431,Internal investigation,Unfounded,No action
10432,Internal investigation,Unfounded,No action
10441,Internal investigation,Not Sustained,No action
10444,Internal investigation,Not Sustained,No action
10461,Internal investigation,Sustained,No action
10464,Internal investigation,Sustained,Oral Reprimand
10467,Internal investigation,Unfounded,Suspension
10468,Internal investigation,Sustained,No action
10469,Internal investigation,Not Sustained,No action
10489,Internal investigation,Sustained,Resigned/Retired and Charges Pending
10490,Internal investigation,Sustained,No action
10491,Internal investigation,Sustained,No action
10492,Internal investigation,Sustained,Settlement Agreement
10493,Internal investigation,Sustained,No action
10494,Internal investigation,Sustained,No action
10495,Internal investigation,Sustained,No action
10501,Internal investigation,Sustained,Suspension
10502,Internal investigation,Unfounded,No action
10512,Internal investigation,Sustained,Suspension
10513,Internal investigation,Not Sustained,No action
10521,Internal investigation,Sustained,No action
10522,Internal investigation,Sustained,No action
10541,Internal investigation,Sustained,Settlement Agreement
10542,Internal investigation,Sustained,No action
10543,Internal investigation,Sustained,No action
10544,Internal investigation,Sustained,No action
10545,Internal investigation,Sustained,No action
10546,Internal investigation,Sustained,No action
10552,Internal investigation,Sustained,Suspension
